"id","datum","lactatie","dim","productie","BSK","Vet","Eiwit","voer1","voer2","Voer3","Melkingen","Weigeringen","Herkauwminuten","Totale vreettijd in minuten"
"110262",6588,2026-02-07,1,219,25.6,47.1,5.65,3.19,1.71,0.4,NA,2,3,NA,400
"110263",6588,2026-02-08,1,220,25.9,48.8,5.35,3.31,1.78,0.4,NA,3,5,NA,437
"110264",6588,2026-02-09,1,221,25.5,47.9,5.38,3.38,1.8,0.4,NA,2,2,NA,366
"110265",6588,2026-02-10,1,222,25.6,48.2,5.43,3.38,1.78,0.4,NA,2,1,NA,353
"110266",6588,2026-02-11,1,223,25.9,48.7,5.41,3.39,1.78,0.4,NA,2,3,NA,421
"110267",6588,2026-02-12,1,224,26.9,50.5,5.37,3.38,1.8,0.4,NA,2,3,NA,430
"110268",6588,2026-02-13,1,225,26.3,49.4,5.38,3.38,1.85,0.4,NA,3,0,NA,426
"110269",6588,2026-02-14,1,226,27,50.8,5.41,3.42,1.82,0.4,NA,2,0,NA,399
"110270",6588,2026-02-15,1,227,27.8,52.3,5.34,3.46,1.85,0.4,NA,2,0,NA,377
"110271",6588,2026-02-16,1,228,25.5,47.9,5.38,3.5,1.89,0.4,NA,2,1,NA,373
"110272",6588,2026-02-17,1,229,26.8,50.3,5.33,3.53,1.82,0.4,NA,2,0,NA,402
"110273",6588,2026-02-18,1,230,26.6,50.1,5.42,3.55,1.84,0.4,NA,2,0,NA,366
"110274",6588,2026-02-19,1,231,28.2,53,5.39,3.51,1.84,0.4,NA,2,1,NA,393
"110275",6588,2026-02-20,1,232,27.7,52,5.57,3.5,1.91,0.4,NA,2,1,NA,392
"110276",6588,2026-02-21,1,233,28.8,54.2,5.52,3.5,1.89,0.4,NA,3,6,NA,401
"110277",6588,2026-02-22,1,234,28,52.6,5.35,3.53,1.94,0.4,NA,2,3,NA,366
"110278",6588,2026-02-23,1,235,27.8,52.3,5.28,3.59,1.9,0.4,NA,2,0,NA,372
"110279",6588,2026-02-24,1,236,28.2,53.1,5.43,3.56,1.89,0.4,NA,3,1,NA,393
"110280",6588,2026-02-25,1,237,28.4,53.5,5.43,3.55,1.91,0.4,NA,2,0,NA,314
"110281",6588,2026-02-26,1,238,29,54.6,5.28,3.55,1.92,0.4,NA,3,6,NA,458
"110282",6588,2026-02-27,1,239,28.5,53.5,5.27,3.57,1.95,0.4,NA,2,1,NA,341
"110283",6588,2026-02-28,1,240,28.4,53.4,5.23,3.57,1.93,0.4,NA,3,1,NA,437
"110284",6588,2026-03-01,1,241,28.9,56,5.28,3.55,1.92,0.4,NA,2,2,NA,371
"110285",6588,2026-03-02,1,242,28.5,55.3,5.14,3.49,1.95,0.4,NA,3,1,NA,376
"110286",6588,2026-03-03,1,243,28,54.3,5.03,3.48,1.93,0.4,NA,2,0,NA,366
"110287",6588,2026-03-04,1,244,27.2,52.7,5.15,3.5,1.93,0.4,NA,2,2,NA,428
"110288",6588,2026-03-05,1,245,27.6,53.5,5.3,3.45,1.92,0.4,NA,3,1,NA,370
"110289",6588,2026-03-06,1,246,27.5,53.4,5.04,3.47,1.91,0.4,NA,2,0,NA,437
"110290",6588,2026-03-07,1,247,27.9,54.2,5.13,3.47,1.91,0.4,NA,3,5,NA,364
"110291",6588,2026-03-08,1,248,27.7,53.8,5.38,3.44,1.91,0.4,NA,2,0,NA,392
"110292",6588,2026-03-09,1,249,27.9,54,5.34,3.44,1.91,0.4,NA,2,2,NA,405
"110293",6588,2026-03-10,1,250,28.2,54.7,5.29,3.47,1.91,0.4,NA,3,2,NA,359
"110294",6588,2026-03-11,1,251,28.6,55.5,5.17,3.48,1.91,0.4,NA,3,2,NA,376
"110295",6588,2026-03-12,1,252,29.8,57.9,5.05,3.52,1.93,0.4,NA,3,5,NA,428
"110296",6588,2026-03-13,1,253,28.6,55.5,5.04,3.54,1.99,0.4,NA,2,5,NA,400
"110297",6588,2026-03-14,1,254,27.6,53.5,4.91,3.56,1.93,0.4,NA,2,4,NA,400
"110298",6588,2026-03-15,1,255,27.6,53.5,4.91,3.52,1.92,0.4,NA,3,0,NA,421
"110299",6588,2026-03-16,1,256,29.4,57,4.91,3.5,1.92,0.4,NA,3,5,NA,411
"110300",6588,2026-03-17,1,257,28.7,55.6,5.05,3.52,1.97,0.4,NA,2,2,NA,355
"110301",6588,2026-03-18,1,258,27.5,53.4,5.36,3.54,1.94,0.4,NA,3,1,NA,375
"110302",6588,2026-03-19,1,259,28,54.3,5.27,3.52,1.92,0.4,NA,2,2,NA,363
"110303",6588,2026-03-20,1,260,28.2,56.3,5.13,3.52,1.91,0.4,NA,3,0,NA,387
"110304",6588,2026-03-21,1,261,27.1,54.3,5.14,3.55,1.92,0.4,NA,2,3,NA,398
"110305",6588,2026-03-22,1,262,27.9,55.8,5.21,3.54,1.91,0.4,NA,3,1,NA,349
"110306",6588,2026-03-23,1,263,28.3,56.5,5.24,3.54,1.91,0.4,NA,3,2,NA,351
"110307",6588,2026-03-24,1,264,26.6,53.2,5.25,3.56,1.92,0.4,NA,2,1,NA,294
"110308",6588,2026-03-25,1,265,27,54,5.1,3.58,1.91,0.4,NA,2,0,NA,380
"110309",6588,2026-03-26,1,266,26.5,53,5.21,3.55,1.9,0.4,NA,2,1,NA,401
"110310",6588,2026-03-27,1,267,26.7,53.4,5.39,3.52,1.89,0.4,NA,2,2,NA,437
"110311",6588,2026-03-28,1,268,25.2,50.5,5.46,3.55,1.89,0.4,NA,2,0,NA,323
"110312",6588,2026-03-29,1,269,23.8,47.6,5.38,3.54,1.88,0.4,NA,2,0,NA,386
"110313",6588,2026-03-30,1,270,27.3,54.7,5.35,3.46,1.86,0.4,NA,3,1,NA,323
"110314",6588,2026-03-31,1,271,26.9,53.8,5.28,3.46,1.87,0.4,NA,1,1,NA,319
"110315",6588,2026-04-01,1,272,26,51.9,5.12,3.51,1.85,0.4,NA,3,0,NA,363
"110316",6588,2026-04-02,1,273,27.2,54.5,5.08,3.52,1.84,0.4,NA,2,0,NA,327
"110317",6588,2026-04-03,1,274,27.2,54.4,5.17,3.53,1.86,0.4,NA,2,1,NA,385
"110318",6588,2026-04-04,1,275,25.9,51.7,5.33,3.58,1.86,0.4,NA,3,2,NA,372
"110319",6588,2026-04-05,1,276,25.8,51.6,5.31,3.61,1.83,0.4,NA,2,0,NA,341
"110320",6588,2026-04-06,1,277,24.6,49.2,5.27,3.59,1.83,0.4,NA,2,0,NA,243
"110321",6588,2026-04-07,1,278,22.8,45.6,5.24,3.58,1.81,0.4,NA,1,0,NA,235
"110322",6588,2026-04-08,1,279,22.3,44.6,5.42,3.58,1.8,0.4,NA,1,0,NA,253
"110323",6588,2026-04-09,1,280,21.2,42.5,5.36,3.62,1.78,0.4,NA,2,0,NA,407
"110324",6588,2026-04-10,1,281,25.2,51.7,5.23,3.55,1.76,0.4,NA,2,0,NA,344
"110325",6588,2026-04-11,1,282,25.9,53.2,5.23,3.52,1.76,0.4,NA,2,1,NA,386
"110326",6588,2026-04-12,1,283,26.4,54.1,5.1,3.6,1.8,0.4,NA,3,3,NA,431
"110327",6588,2026-04-13,1,284,26.5,54.3,5.22,3.68,1.82,0.4,NA,2,1,NA,339
"110328",6588,2026-04-14,1,285,25,51.2,5.25,3.71,1.83,0.4,NA,2,1,NA,422
"110329",6588,2026-04-15,1,286,24.7,50.6,5.44,3.73,1.76,0.4,NA,2,2,NA,381
"110330",6588,2026-04-16,1,287,23.2,47.6,5.51,3.73,1.75,0.4,NA,2,1,NA,334
"110331",6588,2026-04-17,1,288,23.4,48,5.88,3.69,1.76,0.4,NA,3,0,NA,328
"110332",6588,2026-04-18,1,289,24.3,49.8,5.8,3.67,1.75,0.4,NA,2,1,NA,349
"110333",6588,2026-04-19,1,290,25.3,51.9,5.54,3.64,1.74,0.4,NA,2,2,NA,327
"110334",6588,2026-04-20,1,291,24.9,51,5.4,3.62,1.77,0.4,NA,3,4,NA,486
"110335",6588,2026-04-21,1,292,25.5,52.2,5.43,3.63,1.75,0.4,NA,2,1,NA,369
"110336",6588,2026-04-22,1,293,24.8,50.8,5.38,3.6,1.78,0.4,NA,2,2,NA,400
"110337",6588,2026-04-23,1,294,24.5,50.3,5.41,3.61,1.74,0.4,NA,2,2,NA,363
"110338",6588,2026-04-24,1,295,24.8,50.7,5.38,3.63,1.75,0.4,NA,2,1,NA,316
"110339",6588,2026-04-25,1,296,23.8,48.8,5.53,3.65,1.75,0.4,NA,2,1,NA,405
"110340",6588,2026-04-26,1,297,23.4,48,5.79,3.62,1.74,0.4,NA,2,3,NA,378
"110341",6588,2026-04-27,1,298,24.6,50.4,5.71,3.59,1.73,0.4,NA,2,2,NA,335
"110342",6588,2026-04-28,1,299,24.1,49.3,5.68,3.55,1.73,0.4,NA,2,2,NA,389
"110343",6588,2026-04-29,1,300,24.6,50.5,5.54,3.56,1.72,0.4,NA,2,6,NA,414
"110344",6588,2026-04-30,1,301,25.1,51.4,5.47,3.58,1.73,0.4,NA,2,0,NA,344
"110345",6588,2026-05-01,1,302,25.9,53,5.35,3.6,1.76,0.4,NA,3,0,NA,359
"110346",6588,2026-05-02,1,303,25.9,53.1,5.41,3.63,1.8,0.4,NA,2,5,NA,355
"110347",6588,2026-05-03,1,304,26,53.3,5.22,3.67,1.8,0.4,NA,2,5,NA,335
"110348",6588,2026-05-04,1,305,25.6,52.4,5.12,3.68,1.8,0.4,NA,1,2,NA,365
"110349",6588,2026-05-05,1,306,25.7,NA,4.96,3.6,1.78,0.4,NA,3,2,NA,368
"110350",6588,2026-05-06,1,307,24.4,NA,4.86,3.56,1.79,0.4,NA,1,1,NA,249
"110351",6588,2026-05-07,1,308,22.1,NA,4.92,3.42,1.78,0.4,NA,2,0,NA,303
"110352",6588,2026-05-08,1,309,25.5,NA,4.74,3.32,1.75,0.4,NA,2,0,NA,343
"110353",6588,2026-05-09,1,310,25.3,NA,4.72,3.25,1.78,0.4,NA,2,2,NA,325
"110354",6588,2026-05-10,1,311,26.5,NA,4.75,3.32,1.77,0.4,NA,2,2,NA,367
"110355",6588,2026-05-11,1,312,27.2,NA,4.72,3.35,1.83,0.4,NA,2,0,NA,351
"110356",6588,2026-05-12,1,313,26.9,NA,4.84,3.37,1.86,0.4,NA,2,0,NA,424
"110357",6588,2026-05-13,1,314,24.3,NA,5,3.44,1.85,0.7,NA,2,1,NA,311
"110358",6588,2026-05-14,1,315,25.1,NA,5,3.43,1.78,1,NA,2,1,NA,334
"110359",6588,2026-05-15,1,316,27.3,NA,5,3.39,1.79,1,NA,2,1,NA,287
"110360",6588,2026-05-16,1,317,25.7,NA,4.89,3.33,1.87,1,NA,2,5,NA,355
"110361",6588,2026-05-17,1,318,27.5,NA,4.78,3.3,1.81,1,NA,3,4,NA,309
"110362",6588,2026-05-18,1,319,27.6,NA,4.75,3.35,1.88,1,NA,2,4,NA,388
"110363",6588,2026-05-19,1,320,27.9,NA,4.85,3.42,1.88,1,NA,2,5,NA,364
"110364",6588,2026-05-20,1,321,27.7,NA,4.92,3.45,1.9,1,NA,2,4,NA,372
"110365",6588,2026-05-21,1,322,27.8,NA,4.82,3.47,1.89,1,NA,3,3,NA,364
"110366",6588,2026-05-22,1,323,27.9,NA,4.83,3.48,1.89,1,NA,2,2,NA,346
"110367",6588,2026-05-23,1,324,28,NA,4.71,3.48,1.9,1,NA,3,3,NA,356
"110368",6588,2026-05-24,1,325,27.6,NA,4.63,3.49,1.9,1,NA,2,2,NA,349
"110369",6588,2026-05-25,1,326,27.8,NA,4.71,3.49,1.89,1,NA,2,6,NA,375
"110370",6588,2026-05-26,1,327,27.9,NA,4.71,3.48,1.89,1,NA,3,3,NA,317
"110371",6588,2026-05-27,1,328,27.6,NA,4.74,3.46,1.9,1,NA,2,2,NA,343
"110372",6588,2026-05-28,1,329,28,NA,4.82,3.39,1.89,1,NA,3,7,NA,362
"110373",6588,2026-05-29,1,330,28,NA,4.68,3.4,2.19,0.9,NA,2,5,NA,337
"110374",6588,2026-05-30,1,331,27.8,NA,4.78,3.45,2.49,0.9,NA,3,2,NA,343
"110375",6588,2026-05-31,1,332,27.2,NA,4.86,3.43,2.79,0.9,NA,2,6,NA,306
"110376",6588,2026-06-01,1,333,27.7,NA,4.75,3.41,3.09,0.9,NA,3,2,NA,399
"110377",6588,2026-06-02,1,334,27.8,NA,4.65,3.4,3.15,0.9,NA,2,4,NA,323
"110378",6588,2026-06-03,1,335,28.2,NA,4.61,3.39,3.15,0.9,NA,3,2,NA,360
"110379",6588,2026-06-04,1,336,28.2,NA,4.55,3.36,3.2,0.9,NA,2,3,NA,405
"110380",6588,2026-06-05,1,337,27.1,NA,4.57,3.38,3.2,0.9,NA,2,0,NA,332
"110381",6588,2026-06-06,1,338,26.6,NA,4.79,3.38,3.15,0.9,NA,3,1,NA,348
"110382",6588,2026-06-07,1,339,27.3,NA,4.81,3.35,3.14,0.9,NA,2,2,NA,343
"110383",6588,2026-06-08,1,340,29.2,NA,4.57,3.32,3.14,0.9,NA,3,3,NA,324
"110384",6588,2026-06-09,1,341,28.5,NA,4.58,3.35,3.32,0.9,NA,2,4,NA,370
"110385",6588,2026-06-10,1,342,28.1,NA,4.71,3.39,3.24,0.9,NA,3,3,NA,316
"110386",6588,2026-06-11,1,343,28.8,NA,4.66,3.35,3.19,0.9,NA,2,2,NA,367
"110387",6588,2026-06-12,1,344,28.5,NA,4.61,3.35,3.27,0.9,NA,3,4,NA,349
"110388",6588,2026-06-13,1,345,28.4,NA,4.64,3.37,3.24,0.9,NA,2,4,NA,319
"110389",6588,2026-06-14,1,346,27.2,NA,4.61,3.4,3.22,0.9,NA,3,3,NA,352
"110390",6588,2026-06-15,1,347,26.4,NA,4.62,3.42,3.22,0.9,NA,2,0,NA,346
"110391",6588,2026-06-16,1,348,26.5,NA,4.65,3.39,3.17,0.9,NA,2,6,NA,368
"110392",6588,2026-06-17,1,349,27.1,NA,4.75,3.32,3.15,0.9,NA,3,6,NA,358
"110393",6588,2026-06-18,1,350,28.8,NA,4.81,3.31,3.14,0.9,NA,2,4,NA,318
"110394",6588,2026-06-19,1,351,28.2,NA,4.65,3.37,3.27,0.9,NA,3,2,NA,333
"110395",6588,2026-06-20,1,352,27.5,NA,4.58,3.45,3.2,0.9,NA,2,1,NA,228
"110396",6588,2026-06-21,1,353,26.1,NA,4.66,3.46,3.16,0.9,NA,2,3,NA,239
"110397",6588,2026-06-22,1,354,27.4,NA,4.77,3.38,3.15,0.9,NA,2,4,NA,315
"110398",6588,2026-06-23,1,355,26.3,NA,4.75,3.32,3.14,0.9,NA,3,2,NA,330
"110399",6588,2026-06-24,1,356,27.1,NA,4.72,3.37,3.12,0.9,NA,2,3,NA,308
"110400",6588,2026-06-25,1,357,27.5,NA,4.66,3.41,3.11,0.9,NA,3,2,NA,279
"110401",6588,2026-06-26,1,358,27.2,NA,4.67,3.43,3.12,0.9,NA,2,5,NA,292
"110402",6588,2026-06-27,1,359,25.5,NA,4.71,3.47,3.09,0.9,NA,3,4,NA,301
"110403",6588,2026-06-28,1,360,26.1,NA,4.7,3.44,3.07,0.9,NA,2,2,NA,285
"110404",6588,2026-06-29,1,361,26.1,NA,4.77,3.32,3.06,0.9,NA,3,3,NA,305
"110405",6588,2026-06-30,1,362,26,NA,4.78,3.29,3.06,0.9,NA,2,1,NA,282
"110406",6588,2026-07-01,1,363,25.7,NA,4.72,3.31,3.05,0.9,NA,2,7,NA,429
"110407",6588,2026-07-02,1,364,26.3,NA,4.62,3.34,3.04,0.9,NA,3,1,NA,372
"110408",6588,2026-07-03,1,365,26.5,NA,4.71,3.36,3.01,0.9,NA,2,4,NA,299
"110409",6588,2026-07-04,1,366,27.8,NA,4.65,3.37,3,0.9,NA,3,4,NA,366
"110410",6588,2026-07-05,1,367,27.7,NA,4.59,3.4,3.15,0.9,NA,2,2,NA,342
"110411",6588,2026-07-06,1,368,28,NA,4.67,3.45,3.14,0.9,NA,3,5,NA,320
"110412",6588,2026-07-07,1,369,27.6,NA,4.66,3.46,3.18,0.9,NA,2,4,NA,319
"110413",6588,2026-07-08,1,370,27.7,NA,4.67,3.45,3.13,0.9,NA,3,2,NA,358
"110414",6588,2026-07-09,1,371,27.3,NA,4.73,3.44,3.14,0.9,NA,2,3,NA,288
"110415",6588,2026-07-10,1,372,27.3,NA,4.71,3.45,3.12,0.9,NA,3,2,NA,306
"110416",6588,2026-07-11,1,373,26.2,NA,4.72,3.47,3.13,0.9,NA,2,2,NA,306
"110417",6588,2026-07-12,1,374,26.2,NA,4.8,3.4,3.11,0.9,NA,3,1,NA,326
"110418",6588,2026-07-13,1,375,25.1,NA,4.77,3.39,3.08,0.9,NA,2,2,NA,296
"110419",6588,2026-07-14,1,376,25.4,NA,4.74,3.4,3.04,0.9,NA,2,2,NA,324
"110420",6588,2026-07-15,1,377,26.2,NA,4.9,3.37,3.04,0.9,NA,3,0,NA,347
"110421",6588,2026-07-16,1,378,26.6,NA,4.97,3.36,3.34,0.7,NA,2,2,NA,294
"110422",6588,2026-07-17,1,379,26.2,NA,4.92,3.43,3.64,0.5,NA,3,2,NA,364
"110423",6588,2026-07-18,1,380,26,NA,4.95,3.46,3.94,0.3,NA,2,2,NA,376
"110424",6588,2026-07-19,1,381,25.5,NA,4.84,3.44,3.92,0.1,NA,3,1,NA,393
"110425",6588,2026-07-20,1,382,25.1,NA,4.81,3.44,3.9,0,NA,2,1,NA,392
"110426",6588,2026-07-21,1,383,22.7,NA,4.92,3.48,3.34,0.07,NA,2,0,NA,340
"110427",6588,2026-07-22,1,384,23.3,NA,4.99,3.4,2.79,0.14,NA,3,2,NA,349
"110428",6588,2026-07-23,1,385,23.8,NA,4.93,3.31,2.23,0.21,NA,2,5,NA,489
"110429",6588,2026-07-24,1,386,24.3,NA,4.89,3.27,1.67,0.29,NA,2,3,NA,347
"110430",6588,2026-07-25,1,387,23.6,NA,5.04,3.35,1.11,0.36,NA,3,2,NA,349
"110431",6588,2026-07-26,1,388,25,NA,4.96,3.37,0.56,0.43,NA,2,7,NA,368
"110432",6588,2026-07-27,1,389,24.3,NA,4.95,3.41,0,0.5,NA,2,5,NA,397
"110433",6588,2026-07-28,1,390,23,NA,5.29,3.46,0,0.43,NA,3,3,NA,377
"110434",6588,2026-07-29,1,391,21.8,NA,5.39,3.46,0,0.36,NA,2,1,NA,383
"110435",6588,2026-07-30,1,392,23.2,NA,5.32,3.46,0,0.29,NA,2,10,NA,524
"110436",6588,2026-07-31,1,393,22.2,NA,5.27,3.44,0,0.21,NA,1,3,NA,424
"110437",6588,2026-08-01,1,394,17.9,NA,5.29,3.48,0,0.14,NA,1,0,NA,423
"110438",6588,2026-08-02,1,395,13.1,NA,5.45,3.55,0,0.07,NA,1,0,NA,388
"110439",6588,2026-08-03,1,396,12.8,NA,5.81,3.62,0,0,NA,1,0,NA,404
"110440",6588,2026-08-04,1,397,12.4,NA,6.19,3.63,0,0,NA,1,0,NA,263
"110441",6588,2026-08-05,1,398,7.4,NA,6.74,3.58,0,0,NA,1,0,NA,459
"110442",6588,2026-08-06,1,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431
"110443",6588,2026-08-07,1,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431
"110444",6588,2026-08-08,1,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451
"110445",6588,2026-08-09,1,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436
"110446",6588,2026-08-10,1,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356
"110447",6588,2026-08-11,1,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385
"110448",6588,2026-08-12,1,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309
"110449",6588,2026-08-13,1,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386
"110450",6588,2026-08-14,1,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416
"110451",6588,2026-08-15,1,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435
"110452",6588,2026-08-16,1,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450
"110453",6588,2026-08-17,1,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393
"110454",6588,2026-08-18,1,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465
"110455",6588,2026-08-19,1,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378
"110456",6588,2026-08-20,1,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462
"110457",6588,2026-08-21,1,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447
"110458",6588,2026-08-22,1,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359
"110459",6588,2026-08-23,1,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401
"110460",6588,2026-08-24,1,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425
"110461",6588,2026-08-25,1,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372
"110462",6588,2026-08-26,1,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419
"110463",6588,2026-08-27,1,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399
"110464",6588,2026-08-28,1,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458
"110465",6588,2026-08-29,1,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358
"110466",6588,2026-08-30,1,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388
"110467",6588,2026-08-31,1,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399
"110468",6588,2026-09-01,1,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405
"110469",6588,2026-09-02,1,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383
"110470",6588,2026-09-03,1,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378
"110471",6588,2026-09-04,1,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380
"110472",6588,2026-09-05,1,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373
"110473",6588,2026-09-06,1,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405
"110474",6588,2026-09-07,1,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392
"110475",6588,2026-09-08,1,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366
"110476",6589,2025-11-12,1,101,28.4,45.6,4.78,3.41,3.5,0.5,NA,2,6,NA,302
"110477",6589,2025-11-13,1,102,28.4,45.8,4.78,3.41,3.5,0.5,NA,3,18,NA,335
"110478",6589,2025-11-14,1,103,28.2,45.4,4.71,3.41,3.5,0.5,NA,3,1,NA,257
"110479",6589,2025-11-15,1,104,28.1,45.3,4.82,3.42,3.5,0.5,NA,3,5,NA,242
"110480",6589,2025-11-16,1,105,27.9,45,4.91,3.4,3.5,0.5,NA,2,4,NA,306
"110481",6589,2025-11-17,1,106,27.7,44.6,4.82,3.38,3.5,0.5,NA,3,2,NA,269
"110482",6589,2025-11-18,1,107,27.3,43.9,4.94,3.39,3.5,0.5,NA,2,7,NA,301
"110483",6589,2025-11-19,1,108,27.3,43.9,5.17,3.45,3.5,0.5,NA,3,3,NA,253
"110484",6589,2025-11-20,1,109,27.6,44.5,5,3.44,3.5,0.5,NA,3,2,NA,234
"110485",6589,2025-11-21,1,110,27.7,44.5,4.97,3.45,3.5,0.5,NA,3,9,NA,301
"110486",6589,2025-11-22,1,111,27.8,44.7,5.09,3.47,3.5,0.5,NA,2,8,NA,261
"110487",6589,2025-11-23,1,112,26.4,42.5,5.08,3.46,3.5,0.5,NA,3,9,NA,307
"110488",6589,2025-11-24,1,113,27.1,43.6,5.13,3.47,3.5,0.5,NA,3,15,NA,298
"110489",6589,2025-11-25,1,114,26.8,43.2,5.18,3.44,3.5,0.5,NA,3,5,NA,271
"110490",6589,2025-11-26,1,115,26.3,42.3,4.87,3.39,3.5,0.5,NA,2,6,NA,282
"110491",6589,2025-11-27,1,116,26.7,43,4.85,3.4,3.5,0.5,NA,3,11,NA,243
"110492",6589,2025-11-28,1,117,26.8,43.1,5.13,3.43,3.5,0.5,NA,3,16,NA,368
"110493",6589,2025-11-29,1,118,27,43.5,5.43,3.45,3.5,0.5,NA,2,1,NA,280
"110494",6589,2025-11-30,1,119,27.5,44.2,5.44,3.49,3.5,0.5,NA,3,11,NA,309
"110495",6589,2025-12-01,1,120,27.4,44.2,5.24,3.51,3.5,0.5,NA,3,2,NA,331
"110496",6589,2025-12-02,1,121,27,44,5.23,3.47,3.5,0.5,NA,2,3,NA,279
"110497",6589,2025-12-03,1,122,26.9,43.9,5.14,3.42,3.5,0.5,NA,3,4,NA,298
"110498",6589,2025-12-04,1,123,26.6,43.4,5.08,3.39,3.5,0.5,NA,2,4,NA,290
"110499",6589,2025-12-05,1,124,26.9,43.9,5.26,3.4,3.5,0.5,NA,3,13,NA,281
"110500",6589,2025-12-06,1,125,26.9,43.9,5.27,3.38,3.5,0.5,NA,3,4,NA,257
"110501",6589,2025-12-07,1,126,27,44,5.13,3.36,3.5,0.5,NA,2,9,NA,250
"110502",6589,2025-12-08,1,127,26.5,43.2,5.15,3.43,3.5,0.5,NA,3,6,NA,276
"110503",6589,2025-12-09,1,128,26.8,43.7,5.2,3.47,3.5,0.5,NA,2,8,NA,241
"110504",6589,2025-12-10,1,129,26.9,43.9,5.08,3.5,3.5,0.5,NA,3,9,NA,210
"110505",6589,2025-12-11,1,130,27.2,44.3,5.09,3.51,3.5,0.5,NA,2,9,NA,319
"110506",6589,2025-12-12,1,131,25.8,42,5.22,3.5,3.5,0.5,NA,3,12,NA,280
"110507",6589,2025-12-13,1,132,26.1,42.6,5.3,3.46,3.5,0.5,NA,3,8,NA,299
"110508",6589,2025-12-14,1,133,25.9,42.2,5.31,3.46,3.5,0.5,NA,2,5,NA,250
"110509",6589,2025-12-15,1,134,27.1,44.2,5.14,3.45,3.5,0.5,NA,3,11,NA,314
"110510",6589,2025-12-16,1,135,26.8,43.7,5.21,3.51,3.5,0.5,NA,3,14,NA,311
"110511",6589,2025-12-17,1,136,26.7,43.5,5.21,3.54,3.5,0.5,NA,2,4,NA,268
"110512",6589,2025-12-18,1,137,26.1,42.6,5.28,3.55,3.5,0.5,NA,3,5,NA,344
"110513",6589,2025-12-19,1,138,27,44,5.32,3.53,3.5,0.5,NA,2,5,NA,296
"110514",6589,2025-12-20,1,139,25.3,41.2,5.27,3.54,3.5,0.5,NA,3,4,NA,274
"110515",6589,2025-12-21,1,140,25.7,42.7,5.22,3.5,3.5,0.5,NA,3,11,NA,356
"110516",6589,2025-12-22,1,141,26.4,43.8,5.28,3.44,3.5,0.5,NA,2,6,NA,305
"110517",6589,2025-12-23,1,142,26,43.1,5.36,3.46,3.5,0.5,NA,3,9,NA,266
"110518",6589,2025-12-24,1,143,26.1,43.3,5.39,3.49,3.5,0.5,NA,3,10,NA,301
"110519",6589,2025-12-25,1,144,25,41.6,5.3,3.45,3.5,0.5,NA,2,5,NA,252
"110520",6589,2025-12-26,1,145,24.9,41.3,5.38,3.4,3.5,0.5,NA,3,10,NA,244
"110521",6589,2025-12-27,1,146,24.9,41.3,5.5,3.38,3.5,0.5,NA,2,1,NA,288
"110522",6589,2025-12-28,1,147,25.9,43,5.42,3.35,3.5,0.5,NA,3,3,NA,305
"110523",6589,2025-12-29,1,148,25.8,42.8,5.35,3.36,3.5,0.5,NA,2,8,NA,264
"110524",6589,2025-12-30,1,149,26.4,43.8,5.26,3.38,3.5,0.5,NA,3,2,NA,334
"110525",6589,2025-12-31,1,150,27,44.8,5.29,3.41,3.4,0.4,NA,2,2,NA,249
